date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:22	4462/4462	---M--	200	added ('OK')	image/jpeg	etag:%220b6f9ca5b66dc968663a69418da0ea2a%22	https://0.s3.envato.com/files/137615168/logo.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/137615168/logo.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:23	80310/80310	---M--	200	added ('OK')	image/jpeg	etag:%2218b45efa0270d3ee8b6d37a678b87905%22	https://image-tf.s3.envato.com/files/137615169/screenshot/01_preview.__large_preview.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/image-tf.s3.envato.com/files/137615169/screenshot/01_preview.__large_preview.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:23	1326/1326	---M--	200	added ('OK')	image/png	etag:%2205f0f6b25176a11c9ff0523d35b2064e%22	https://thumb-tf.s3.envato.com/files/218051010/logo.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/218051010/logo.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:24	1550/1550	---M--	200	added ('OK')	image/png	etag:%223a8f745ee6bdfb24992d9067205f3dad%22	https://thumb-tf.s3.envato.com/files/176779340/logo.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/176779340/logo.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:24	3544/3544	---M--	200	added ('OK')	image/jpeg	etag:%22e703e8f5a23d0b29e0ff4f5ddc4c118e%22	https://thumb-tf.s3.envato.com/files/146760325/logo.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/146760325/logo.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:25	3697/3697	---M--	200	added ('OK')	image/png	etag:%22433521733b535971715107c45812e13f%22	https://thumb-tf.s3.envato.com/files/153194596/logo.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/153194596/logo.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:25	2828/2828	---M--	200	added ('OK')	image/png	etag:%22b5f7ff720054cdd787794ef3c4cc11d8%22	https://thumb-tf.s3.envato.com/files/135474136/logo.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/135474136/logo.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:25	12207/12207	---M--	200	added ('OK')	image/png	etag:%222e9e070d3fd278495feded74d64a56a3%22	https://thumb-tf.s3.envato.com/files/179226976/logo.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/179226976/logo.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:25	2918/2918	---M--	200	added ('OK')	image/jpeg	etag:%224acd323f154f216792035aab81e37df5%22	https://thumb-tf.s3.envato.com/files/129903672/logo.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/thumb-tf.s3.envato.com/files/129903672/logo.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:26	2423/2423	---M--	200	added ('OK')	image/png	etag:%22327c77545c093ee4e517f600bc6d4124%22	https://0.s3.envato.com/files/159432778/avatar_2.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/159432778/avatar_2.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:29	29693/29693	---M--	200	added ('OK')	image/png	etag:%223598f82bd1897f3ab933c6c7e99f44e0%22	http://public-assets.envato-static.com/assets/header-footer/elements_footer-5823121f6ed6ab281cd35fff2d1ae4b9.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/header-footer/elements_footer-5823121f6ed6ab281cd35fff2d1ae4b9.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:30	23510/23510	---M--	200	added ('OK')	image/jpeg	etag:%22eb4ddd033a3170ee9077fa7d788468b3%22	http://public-assets.envato-static.com/assets/header-footer/envato-studio-99aadd4d46513598234b361d45bdc523.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/header-footer/envato-studio-99aadd4d46513598234b361d45bdc523.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:30	21056/21056	---M--	200	added ('OK')	image/jpeg	etag:%22657a7d21a0a41d98b5b4a2797e4cb8a6%22	http://public-assets.envato-static.com/assets/header-footer/tuts-wordpress-b47a9a8bb599898725ccc331a445cf15.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/header-footer/tuts-wordpress-b47a9a8bb599898725ccc331a445cf15.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:32	91326/91326	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202016%2006:51:30%20GMT	https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/linkid.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/themeforest.net/item/ruaha-personal-blog-bootstrap-template/linkid.1c.delayed	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:35	27805/27805	---MC-	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2020:19:01%20GMT	http://www.google-analytics.com/analytics.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/www.google-analytics.com/analytics.js	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:36	15294/15294	---MC-	200	added ('OK')	text/javascript	date:Wed,%2014%20Dec%202016%2006:51:32%20GMT	http://www.googleadservices.com/pagead/conversion.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/www.googleadservices.com/pagead/f.txt	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:37	201333/201333	---M-Z	200	added ('OK')	application/javascript	etag:%2241a4de3fab1119325028444e8b847c93%22	http://public-assets.envato-static.com/assets/market/core/index-5c6c53faf8d5e986c37ba556eb35ffaa.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/market/core/index-5c6c53faf8d5e986c37ba556eb35ffaa.js	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:37	4582/4582	---M--	200	added ('OK')	image/gif	etag:%22b82fe82bf7b78763e2fb6079e484ba04%22	http://public-assets.envato-static.com/assets/common/pagination_loader-73736b3de249249088088e46fe59d88d.gif	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/common/pagination_loader-73736b3de249249088088e46fe59d88d.gif	(from http://public-assets.envato-static.com/assets/market/core/index-abe7217969e760e830849028ce07f4aa.css)
12:51:37	16931/16931	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Nov%202016%2010:04:45%20GMT	http://d3cxv97fi8q177.cloudfront.net/mediasource-A249085-fc90-4e98-904f-95b25288c53b1-c-4415.min.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/d3cxv97fi8q177.cloudfront.net/mediasource-A249085-fc90-4e98-904f-95b25288c53b1-c-4415.min.js	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:38	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2014%20Dec%202016%2006:51:36%20GMT	http://public-assets.envato-static.com/assets/market/pages/images/down.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/market/pages/images/down.png	(from http://public-assets.envato-static.com/assets/market/pages/default/index-8eff6a8cee71d53a33715128b4e4f011.css)
12:51:38	9797/9797	---M--	200	added ('OK')	image/png	etag:%2264089c65cdcb56ecdfdcccb445fb844c%22	http://public-assets.envato-static.com/assets/generated_sprites/common-4df33b2fb6ed2227dee1d0e002e8854f.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/generated_sprites/common-4df33b2fb6ed2227dee1d0e002e8854f.png	(from http://public-assets.envato-static.com/assets/market/pages/default/index-8eff6a8cee71d53a33715128b4e4f011.css)
12:51:39	157554/157554	---M-Z	200	added ('OK')	text/css	etag:%224b34f67dabaa1cdc878843f639f7d71a%22	http://public-assets.envato-static.com/assets/market/core/index_static-22e702e02b884dd12cd8b91172a8a8b3.css	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/market/core/index_static-22e702e02b884dd12cd8b91172a8a8b3.css	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:40	194280/194280	---M-Z	200	added ('OK')	text/css	etag:%22b6785ab9e9985d7664ff6f85a2ca2d72%22	http://public-assets.envato-static.com/assets/market/pages/default/index_static-5b44e1a566d4a3732c1d91ee5f94c004.css	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/market/pages/default/index_static-5b44e1a566d4a3732c1d91ee5f94c004.css	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:42	15882/15882	---M--	200	added ('OK')	image/jpeg	etag:%22ec498e0ef64e535507baa51c21d67401%22	https://0.s3.envato.com/files/191845436/pic.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/191845436/pic.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:42	455358/455358	---M-Z	200	added ('OK')	application/javascript	etag:%2216de71243b7d78423048b7f19d5e7bee%22	http://public-assets.envato-static.com/assets/market/pages/default/index-cc880a807180bd943dce0b103245b0ef.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/market/pages/default/index-cc880a807180bd943dce0b103245b0ef.js	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020?s_rank=1)
12:51:42	837/837	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202016%2014:45:25%20GMT	https://themeforest.net/images/smileys/happy.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/themeforest.net/images/smileys/happy.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:43	1842/1842	---M--	200	added ('OK')	image/png	etag:%22859f6590eb30286293bec1ccdb94a3f7%22	https://0.s3.envato.com/files/109525615/avatar.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/109525615/avatar.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:43	15318/15318	---M--	200	added ('OK')	image/png	etag:%22695ca670910c36a1ca923c57c7979fa7%22	https://0.s3.envato.com/files/180944341/logo.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/180944341/logo.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:43	5108/5108	---M--	200	added ('OK')	image/png	etag:%229fa5dd4e6d8c84e4e715a8f3947202e4%22	https://0.s3.envato.com/files/207735131/Untitled.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/207735131/Untitled.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:43	9179/9179	---M--	200	added ('OK')	image/png	etag:%22d9ea69703b0bbff0993bca2316bf6f25%22	https://0.s3.envato.com/files/95510220/jstar.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/95510220/jstar.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:44	1448/1448	---M--	200	added ('OK')	image/png	etag:%22bcb8e069441e56156b3eec80e51b32e5%22	https://0.s3.envato.com/files/100151264/magik-icon.png	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/100151264/magik-icon.png	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:44	19807/19807	---M--	200	added ('OK')	image/jpeg	etag:%2268fc303018d0baa19db4d58455db0537%22	https://0.s3.envato.com/files/211627195/GRAPHICRIVERICON.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/211627195/GRAPHICRIVERICON.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:44	40491/40491	---M--	200	added ('OK')	image/jpeg	etag:%222c9205ac606f9ed1a397e93a385bcdf9%22	https://0.s3.envato.com/files/80153661/karaftive-avatar.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/0.s3.envato.com/files/80153661/karaftive-avatar.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:45	2043/2043	---M--	200	added ('OK')	image/jpeg	etag:%2263aa43dd59f15694374fc9f2885e7b7e%22	http://public-assets.envato-static.com/assets/common/icons-buttons/default-user-7e19383c3f65b40956d6fd877486a004.jpg	C:/xampp/htdocs/My%20Web%20Sites/blog1/public-assets.envato-static.com/assets/common/icons-buttons/default-user-7e19383c3f65b40956d6fd877486a004.jpg	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:46	91326/91326	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202016%2006:51:45%20GMT	https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/linkid.js	C:/xampp/htdocs/My%20Web%20Sites/blog1/themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/linkid.js	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/comments)
12:51:47	206/206	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2014%20Dec%202016%2006:51:46%20GMT	https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/support/contact	C:/xampp/htdocs/My%20Web%20Sites/blog1/themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/support/contact	(from https://themeforest.net/item/ruaha-personal-blog-bootstrap-template/11579020/support)
